,gender,lsat,pass_bar,race1,ugpa
5535,0,39.0,1,0,3.3
5536,1,32.0,1,0,3.3
5537,0,35.0,1,0,3.3
5538,0,31.0,1,0,3.3
5539,0,48.0,1,0,3.3
5540,1,29.0,1,0,3.3
5541,0,39.0,1,0,3.3
5542,0,43.0,1,0,3.3
5544,0,31.0,1,1,3.3
5546,1,34.0,1,0,3.3
5548,0,48.0,1,0,3.3
5550,0,39.0,1,0,3.3
5551,1,36.0,1,0,3.3
5552,1,37.0,1,0,3.3
5554,1,25.0,-1,1,3.3
5555,0,39.0,1,0,3.3
5557,1,38.0,1,0,3.3
5558,1,26.5,1,1,3.3
5559,0,33.0,1,0,3.3
5560,0,31.0,1,0,3.3
5561,1,43.0,1,0,3.3
5562,0,38.5,1,0,3.3
5563,0,42.0,1,0,3.3
5564,0,26.0,1,0,3.3
5565,1,37.5,1,0,3.3
5566,1,37.0,1,0,3.3
5567,0,36.5,1,0,3.3
5568,0,26.0,-1,1,3.3
5569,1,32.0,1,0,3.3
5570,0,34.0,1,0,3.3
5571,1,44.0,1,0,3.3
5572,0,42.0,1,0,3.3
5573,1,35.0,1,0,3.3
5574,0,37.0,1,0,3.3
5575,0,41.0,1,0,3.3
5576,1,44.0,1,0,3.3
5577,0,31.0,1,0,3.3
5579,0,24.0,1,1,3.3
5580,0,37.0,1,0,3.3
5581,1,41.0,1,0,3.3
5582,1,38.0,1,0,3.3
5583,0,34.0,1,0,3.3
5584,1,36.0,1,1,3.3
5585,1,48.0,1,0,3.3
5588,1,33.0,1,0,3.3
5589,0,41.0,1,0,3.3
5590,1,40.0,1,0,3.3
5591,0,44.0,1,0,3.3
5592,1,34.0,1,0,3.3
5593,0,45.0,1,0,3.3
5594,0,45.0,1,0,3.3
5595,0,42.0,1,0,3.3
5596,1,23.0,-1,1,3.3
5597,1,47.0,1,0,3.3
5601,0,42.0,-1,0,3.3
5602,0,38.0,1,0,3.3
5603,0,39.0,1,0,3.3
5604,0,45.0,1,0,3.3
5605,0,24.5,1,0,3.3
5606,0,37.0,1,0,3.3
5607,1,37.0,1,0,3.3
5608,1,45.0,1,0,3.3
5609,0,33.0,1,0,3.3
5610,0,38.0,1,0,3.3
5611,1,30.0,1,1,3.3
5612,0,37.0,1,0,3.3
5613,1,41.0,1,0,3.3
5614,1,37.0,1,0,3.3
5615,0,38.0,1,0,3.3
5616,1,33.0,1,0,3.3
5617,1,44.0,1,0,3.3
5618,0,29.0,1,0,3.3
5619,0,46.0,1,0,3.3
5620,1,30.0,1,0,3.3
5621,1,33.0,1,0,3.3
5622,1,39.0,1,0,3.3
5623,1,37.0,1,0,3.3
5624,1,35.5,1,0,3.3
5625,1,40.0,1,0,3.3
5626,0,32.0,1,0,3.3
5627,0,41.0,1,0,3.3
5629,1,27.0,1,1,3.3
5630,0,31.0,1,0,3.3
5631,0,33.0,1,0,3.3
5632,0,43.0,1,0,3.3
5634,0,32.5,1,0,3.3
5635,0,32.0,1,0,3.3
5636,0,40.0,1,0,3.3
5637,1,39.0,1,0,3.3
5638,1,40.0,1,0,3.3
5639,1,22.5,-1,0,3.3
5641,1,35.0,1,0,3.3
5642,1,34.0,1,0,3.3
5643,0,36.0,1,0,3.3
5644,1,27.0,1,0,3.3
5645,0,33.0,1,0,3.3
5646,1,43.0,1,0,3.3
5647,1,44.0,1,0,3.3
5648,1,40.0,1,0,3.3
5649,1,35.0,1,0,3.3
5650,1,41.0,1,0,3.3
5651,0,44.0,1,0,3.3
5652,0,43.0,1,0,3.3
5653,1,34.0,1,0,3.3
5654,0,40.0,1,0,3.3
5655,0,39.0,1,0,3.3
5656,1,38.0,1,0,3.3
5657,0,47.0,1,1,3.3
5658,1,47.0,1,0,3.3
5659,0,40.0,1,0,3.3
5660,0,36.0,1,0,3.3
5661,0,31.0,1,0,3.3
5662,0,40.0,1,0,3.3
5664,0,28.0,1,0,3.3
5665,0,39.0,1,0,3.3
5666,0,34.5,1,0,3.3
5667,0,44.0,1,0,3.3
5668,0,38.0,1,0,3.3
5669,1,37.0,1,0,3.3
5670,1,37.0,1,0,3.3
5671,0,32.0,1,0,3.3
5672,0,27.0,1,0,3.3
5673,1,33.0,1,0,3.3
5674,1,33.0,-1,0,3.3
5675,0,36.5,1,0,3.3
5676,1,37.0,1,0,3.3
5678,0,34.0,1,0,3.3
5679,1,35.0,-1,0,3.3
5680,1,38.0,1,0,3.3
5681,0,32.0,1,0,3.3
5682,1,42.0,1,0,3.3
5683,0,48.0,1,0,3.3
5684,0,37.0,1,0,3.3
5685,1,40.0,1,1,3.3
5686,1,31.5,1,1,3.3
5687,1,35.5,1,0,3.3
5689,1,27.0,1,0,3.3
5690,1,40.0,1,0,3.3
5691,0,41.0,1,0,3.3
5692,0,45.0,1,0,3.3
5693,0,44.0,1,0,3.3
5694,0,31.5,1,0,3.3
5695,0,46.0,1,0,3.3
5696,0,36.0,1,0,3.3
5697,1,35.5,1,0,3.3
5698,0,31.0,1,1,3.3
5699,0,30.0,1,0,3.3
5700,1,32.5,1,0,3.3
5702,1,31.0,1,0,3.3
5703,0,40.5,1,0,3.3
5704,0,41.0,1,0,3.3
5705,1,33.0,1,0,3.3
5707,0,34.0,1,0,3.3
5708,1,33.0,1,0,3.3
5709,1,33.0,1,0,3.3
5710,1,38.0,1,0,3.3
5711,1,35.0,-1,0,3.3
5712,1,24.0,1,0,3.3
5714,0,40.0,1,0,3.3
5715,0,40.0,1,0,3.3
5716,0,37.0,1,0,3.3
5717,0,44.0,1,0,3.3
5718,1,25.0,1,1,3.3
5719,1,34.0,1,0,3.3
5720,0,37.0,1,0,3.3
5721,1,39.0,1,0,3.3
5722,0,44.0,1,0,3.3
5723,1,29.0,-1,0,3.3
5724,1,30.5,1,0,3.3
5725,0,34.0,1,0,3.3
5726,1,36.0,1,1,3.3
5727,0,36.0,1,0,3.3
5728,1,33.5,1,0,3.3
5729,0,38.0,1,1,3.3
5730,1,36.0,1,1,3.3
5731,1,36.0,1,0,3.3
5732,0,46.0,1,0,3.3
5733,0,38.0,1,0,3.3
5734,1,33.0,1,0,3.3
5735,0,33.0,1,0,3.3
5736,1,38.0,1,0,3.3
5737,0,39.0,1,0,3.3
5738,0,39.0,1,0,3.3
5739,0,39.0,1,0,3.3
5740,1,26.5,1,0,3.3
5741,1,40.0,1,0,3.3
5742,0,41.0,1,0,3.3
5743,0,36.0,1,0,3.3
5744,0,41.0,1,0,3.3
5745,0,34.0,1,0,3.3
5746,1,39.0,1,0,3.3
5747,0,40.0,1,0,3.3
5748,0,30.0,1,1,3.3
5750,0,36.0,1,1,3.3
5751,1,33.0,1,0,3.3
5752,0,41.0,1,0,3.3
5753,0,38.0,1,0,3.3
5754,1,42.0,1,0,3.3
5755,0,46.0,1,0,3.3
5756,1,41.0,1,0,3.3
5757,1,25.0,1,1,3.3
5758,0,33.0,1,0,3.3
5759,0,31.3,1,0,3.3
5760,0,33.5,1,0,3.3
5761,1,42.0,1,0,3.3
5762,1,35.0,1,0,3.3
5764,0,38.0,1,0,3.3
5765,1,37.0,1,0,3.3
5766,1,36.0,1,0,3.3
5767,0,40.0,1,0,3.3
5768,0,32.5,1,0,3.3
5769,0,23.0,1,0,3.3
5770,0,37.0,1,0,3.3
5772,0,35.0,1,0,3.3
5773,0,35.0,1,0,3.3
5774,1,27.5,1,1,3.3
5776,0,36.0,1,0,3.3
5777,0,38.0,1,0,3.3
5778,0,37.0,1,0,3.3
5780,0,37.0,1,0,3.3
5781,0,38.0,1,0,3.3
5782,1,39.0,1,1,3.3
5783,1,29.0,1,1,3.3
5784,0,36.0,1,0,3.3
5785,0,26.0,1,1,3.3
5786,0,47.0,1,0,3.3
5787,0,41.0,1,0,3.3
5788,0,40.0,1,0,3.3
5789,1,39.0,1,1,3.3
5790,1,37.0,1,0,3.3
5791,0,34.0,1,0,3.3
5792,0,33.0,1,0,3.3
5793,1,39.0,1,1,3.3
5794,1,38.0,1,0,3.3
5795,0,46.0,1,0,3.3
5797,1,20.0,-1,1,3.3
5798,1,30.5,1,0,3.3
5799,1,33.0,1,0,3.3
5800,0,48.0,1,0,3.3
5801,0,37.5,1,0,3.3
5802,1,47.0,1,0,3.3
5803,0,42.0,1,0,3.3
5804,0,35.5,1,0,3.3
5805,0,39.0,1,1,3.3
5806,1,34.0,1,0,3.3
5807,1,29.0,1,1,3.3
5808,0,39.0,1,0,3.3
5810,1,48.0,1,0,3.3
5811,0,39.0,1,0,3.3
5812,0,40.0,1,0,3.3
5813,1,33.0,1,0,3.3
5814,1,38.0,1,0,3.3
5815,0,37.0,1,0,3.3
5816,1,33.5,-1,1,3.3
5817,1,37.0,1,0,3.3
5818,0,43.0,1,0,3.3
5819,1,37.0,1,0,3.3
5820,0,28.0,1,0,3.3
5822,0,39.5,1,0,3.3
5823,0,37.0,1,0,3.3
5824,1,42.0,1,0,3.3
5825,1,31.0,1,1,3.3
5826,0,32.0,1,1,3.3
5827,1,42.0,1,0,3.3
5828,0,37.5,1,0,3.3
5829,0,39.0,1,0,3.3
5830,1,37.0,1,0,3.3
5831,1,30.0,1,0,3.3
5832,1,35.0,1,0,3.3
5833,1,36.0,-1,0,3.3
5834,0,33.0,1,1,3.3
5835,0,38.0,1,0,3.3
5836,1,31.0,1,1,3.3
5837,1,37.0,-1,1,3.3
5838,0,33.0,1,0,3.3
5839,0,42.0,1,1,3.3
5840,0,40.0,1,0,3.3
5841,1,30.5,1,0,3.3
5844,0,37.0,1,0,3.3
5845,0,35.0,1,0,3.3
5847,0,33.5,1,0,3.3
5849,0,36.0,1,0,3.3
5850,1,35.0,1,0,3.3
5851,1,40.0,1,0,3.3
5852,1,34.0,1,0,3.3
5853,1,41.5,1,0,3.3
5854,1,26.0,-1,1,3.3
5855,1,34.0,1,0,3.3
5857,1,37.5,1,0,3.3
5858,0,46.0,1,0,3.3
5859,0,44.0,1,0,3.3
5860,1,37.0,1,0,3.3
5861,0,33.0,1,0,3.3
5862,1,33.0,1,0,3.3
5863,0,40.0,1,0,3.3
5864,1,22.5,1,1,3.3
5865,1,32.0,1,0,3.3
5866,1,40.0,1,0,3.3
5868,0,37.0,1,0,3.3
5869,0,40.0,1,0,3.3
5870,1,37.0,1,0,3.3
5871,0,28.0,1,0,3.3
5872,1,35.0,1,0,3.3
5873,1,45.0,1,0,3.3
5874,0,35.0,1,0,3.3
5875,0,32.0,1,0,3.3
5876,1,36.0,1,1,3.3
5877,0,41.0,1,0,3.3
5878,0,28.5,1,1,3.3
5879,0,36.0,1,0,3.3
5880,0,42.0,1,1,3.3
5881,1,39.0,1,1,3.3
5882,0,38.0,1,0,3.3
5883,0,42.0,1,0,3.3
5884,1,42.0,1,0,3.3
5885,0,40.0,1,0,3.3
5886,1,44.0,1,0,3.3
5887,0,44.0,1,0,3.3
5888,1,34.0,1,1,3.3
5889,0,39.0,1,0,3.3
5890,0,38.0,1,0,3.3
5891,0,27.7,1,0,3.3
5892,0,40.0,1,0,3.3
5893,0,35.0,1,0,3.3
5894,0,42.0,1,0,3.3
5895,0,30.0,1,0,3.3
5896,1,42.0,1,0,3.3
5897,0,33.0,1,0,3.3
5898,1,34.0,1,0,3.3
5899,1,42.0,1,0,3.3
5900,0,41.0,1,0,3.3
5901,0,31.0,1,0,3.3
5902,0,45.0,1,0,3.3
5903,0,33.0,1,0,3.3
5904,1,30.0,-1,1,3.3
5905,0,28.5,1,0,3.3
5906,1,36.0,1,0,3.3
5907,1,33.0,1,1,3.3
5908,0,35.3,1,0,3.3
5909,0,41.0,1,0,3.3
5910,1,33.0,1,0,3.3
5911,0,38.0,1,0,3.3
5912,1,32.0,1,0,3.3
5913,1,35.0,1,0,3.3
5914,1,40.0,1,0,3.3
5915,0,34.0,1,0,3.3
5916,1,36.0,1,1,3.3
5918,1,26.0,-1,1,3.3
5919,1,42.0,1,1,3.3
5920,1,39.0,1,0,3.3
5921,1,35.5,1,0,3.3
5922,0,34.0,1,0,3.3
5923,0,40.0,1,0,3.3
5924,0,42.0,1,0,3.3
5925,1,39.0,1,0,3.3
5926,0,40.0,1,0,3.3
5927,1,38.0,1,0,3.3
5928,0,41.0,1,0,3.3
5929,1,33.0,1,0,3.3
5930,1,34.5,1,0,3.3
5931,0,35.0,1,0,3.3
5932,1,32.0,1,0,3.3
5933,0,42.0,1,0,3.3
5934,0,38.0,1,0,3.3
5935,1,29.0,1,0,3.3
5936,1,35.0,1,0,3.3
5937,0,27.0,1,1,3.3
5938,1,44.0,1,0,3.3
5939,1,37.0,1,0,3.3
5940,0,41.0,1,0,3.3
5941,0,40.0,1,0,3.3
5942,1,23.5,-1,1,3.3
5943,0,22.0,1,1,3.3
5944,1,31.5,1,0,3.3
5945,0,36.0,1,0,3.3
5946,0,37.0,1,0,3.3
5947,1,41.0,1,0,3.3
5948,1,29.5,1,0,3.3
5949,0,38.0,1,0,3.3
5950,1,46.0,1,0,3.3
5951,0,40.0,1,0,3.3
5952,0,42.0,1,0,3.3
5953,1,39.0,1,0,3.3
5955,0,33.0,1,1,3.3
5956,1,33.0,1,0,3.3
5957,0,37.0,1,0,3.3
5958,1,42.0,1,0,3.3
5959,1,46.0,1,0,3.3
5960,0,25.0,1,0,3.3
5961,1,35.0,1,0,3.3
5962,0,38.0,1,0,3.3
5963,1,38.0,1,0,3.3
5964,1,32.0,1,0,3.3
5965,0,40.0,1,0,3.3
5966,0,42.0,1,0,3.3
5967,0,33.0,1,0,3.3
5968,1,37.0,1,1,3.3
5969,1,28.0,1,0,3.3
5970,0,37.0,1,0,3.3
5971,0,38.0,1,1,3.3
5972,1,31.0,1,0,3.3
5973,0,34.0,1,0,3.3
5974,1,32.0,1,1,3.3
5975,1,38.0,1,0,3.3
5976,0,39.0,1,0,3.3
5977,0,32.0,1,0,3.3
5979,1,37.0,1,0,3.3
5980,0,38.5,1,0,3.3
5981,1,32.0,1,0,3.3
5982,1,26.0,1,1,3.3
5983,0,44.0,1,0,3.3
5984,1,27.0,1,1,3.3
5985,0,35.0,-1,0,3.3
5986,1,38.0,1,0,3.3
5987,1,40.0,1,0,3.3
5988,0,31.0,1,0,3.3
5989,0,29.0,1,1,3.3
5990,1,38.0,1,0,3.3
5991,0,34.0,1,0,3.3
5992,0,37.0,1,0,3.3
5993,0,36.0,1,0,3.3
5994,1,38.0,1,0,3.3
5995,1,40.0,1,0,3.3
5996,1,26.0,1,1,3.3
5997,0,30.0,1,0,3.3
5998,1,38.0,1,0,3.3
5999,0,38.0,1,0,3.3
6000,1,39.0,1,0,3.3
6001,1,35.0,1,0,3.3
6002,0,29.0,1,1,3.3
6003,0,35.0,1,0,3.3
6004,0,36.0,1,0,3.3
6005,1,45.0,1,0,3.3
6006,1,35.0,1,1,3.3
6007,1,39.0,1,0,3.3
6008,0,42.0,1,0,3.3
6009,1,29.5,1,0,3.3
6010,0,24.5,1,0,2.2
6012,0,46.0,1,0,2.2
6013,0,38.0,1,0,2.2
6014,0,37.0,-1,0,2.2
6015,0,35.0,1,1,2.2
6016,0,44.0,1,0,2.2
6017,0,37.0,-1,0,2.2
6018,0,30.0,1,0,2.2
6019,0,37.0,1,0,2.2
6020,0,21.0,1,1,2.2
6021,1,26.0,1,1,2.2
6022,1,34.0,1,0,2.2
6023,0,31.5,1,1,2.2
6024,0,36.0,1,0,2.2
6025,0,36.5,1,0,2.2
6026,0,42.0,1,1,2.2
6027,0,31.0,1,1,2.2
6028,0,28.0,1,1,2.2
6029,1,34.0,1,0,2.2
6030,1,33.0,1,1,2.2
6031,0,28.0,1,1,2.2
6032,1,34.0,1,1,2.2
6033,0,40.0,1,0,2.2
6034,0,44.0,-1,0,2.2
6035,1,47.0,1,0,2.2
6036,0,42.0,1,0,2.2
6037,0,32.0,-1,1,2.2
6039,0,31.0,1,0,2.2
6040,0,26.0,1,0,2.2
6041,0,40.0,1,1,2.2
6042,1,32.0,1,1,2.2
6043,0,34.0,1,0,2.2
6044,1,29.0,1,1,2.2
6045,0,40.0,1,0,2.2
6046,0,36.0,1,0,2.2
6047,0,22.0,1,0,2.2
6048,0,38.0,1,0,2.2
6049,1,43.0,1,0,2.2
6050,0,33.0,1,1,2.2
6051,0,35.0,1,0,2.2
6052,0,38.0,1,1,2.2
6053,1,44.0,1,0,2.2
6054,0,40.0,1,0,2.2
6055,0,34.0,1,0,2.2
6056,0,33.0,1,0,2.2
6057,0,19.0,-1,0,2.2
6058,0,36.0,1,0,2.2
6059,1,31.0,-1,1,2.2
6060,0,43.0,1,0,2.2
6062,0,45.0,1,0,2.2
6064,1,22.5,-1,0,2.2
6065,1,26.5,1,1,2.2
6067,1,20.0,1,1,2.2
6069,0,48.0,1,0,2.2
6071,1,28.0,1,1,2.2
6072,0,32.0,1,0,2.2
6074,0,41.0,1,0,2.2
6075,0,23.0,1,1,2.2
6076,0,39.0,1,0,2.2
6077,0,35.0,1,0,2.2
6078,0,39.0,1,0,2.2
6079,0,37.0,1,0,2.2
6080,0,45.0,1,0,2.2
6081,1,36.5,1,0,2.2
6082,0,35.0,-1,0,2.2
6083,1,25.5,-1,1,2.2
6084,1,37.0,1,0,2.2
6086,0,22.7,-1,0,2.2
6087,0,42.0,1,0,2.2
6089,0,40.0,1,0,2.2
6090,0,37.0,1,0,2.2
6092,1,30.5,-1,0,2.2
6093,0,37.0,1,1,2.2
6094,0,37.0,1,1,2.2
6096,0,26.7,1,0,2.2
6097,0,37.0,1,0,2.2
6098,0,32.0,1,1,2.2
6099,1,41.0,1,0,2.2
6100,0,36.0,1,0,2.2
6102,1,36.0,1,1,2.2
6103,1,35.0,1,1,2.2
6104,0,31.0,1,1,2.2
6105,0,43.0,1,0,2.2
6106,0,31.0,1,0,2.2
6107,1,22.0,1,1,2.2
6108,1,34.0,1,1,2.2
6109,1,39.0,1,1,2.2
6110,0,31.0,1,1,2.2
6112,0,40.0,-1,1,2.2
6113,0,35.0,1,0,2.2
6115,0,38.0,1,1,2.2
6116,1,33.0,1,0,2.2
6117,0,39.0,1,1,2.2
6118,0,36.0,1,1,2.2
6119,0,37.0,1,1,2.2
6121,0,39.5,1,0,2.2
6122,0,22.5,-1,1,2.2
6123,0,34.0,1,0,2.2
6124,0,33.0,1,0,2.2
6125,0,31.5,1,1,2.2
6126,1,35.0,-1,0,2.2
6127,0,45.0,1,0,2.2
6128,0,29.5,1,0,2.2
6129,0,37.0,1,0,2.2
6130,0,39.0,1,0,2.2
6131,1,28.5,-1,1,2.2
6132,1,43.0,1,0,2.2
6133,0,39.0,1,1,2.2
6134,0,27.0,1,0,2.2
6135,0,35.0,1,0,2.2
6136,0,46.0,1,0,2.2
6137,0,34.0,1,0,2.2
6138,1,30.0,1,0,2.2
6139,0,27.7,1,1,2.2
6140,1,20.7,1,1,2.2
6142,0,40.0,1,0,2.2
6143,0,36.0,-1,1,2.2
6144,1,28.0,1,0,2.2
6145,1,36.0,1,1,2.2
6146,0,35.0,1,0,2.2
6147,0,31.0,-1,1,2.2
6148,1,20.3,-1,1,2.2
6149,0,33.5,1,0,2.2
6150,0,21.0,-1,1,2.2
6151,0,36.0,1,1,2.2
6152,0,35.0,-1,0,3.2
6153,1,32.5,1,0,3.2
6154,0,40.0,1,0,3.2
6155,0,41.0,1,0,3.2
6156,1,34.0,1,0,3.2
6157,1,38.0,1,0,3.2
6158,1,37.0,1,0,3.2
6159,1,41.5,1,0,3.2
6160,1,40.0,1,0,3.2
6161,0,41.0,1,0,3.2
6162,1,24.0,1,0,3.2
6164,0,34.0,1,0,3.2
6165,0,48.0,1,1,3.2
6166,0,33.0,1,0,3.2
6167,1,41.0,1,0,3.2
6168,1,42.0,1,0,3.2
6169,0,35.5,1,0,3.2
6170,1,33.5,1,0,3.2
6171,0,42.0,1,0,3.2
6172,0,30.0,1,0,3.2
6173,0,35.0,1,0,3.2
6174,0,36.0,1,0,3.2
6175,0,42.0,1,0,3.2
6177,1,30.0,1,0,3.2
6178,1,38.0,1,0,3.2
6179,0,34.0,1,0,3.2
6180,0,35.0,1,0,3.2
6181,1,48.0,1,0,3.2
6182,0,38.0,1,0,3.2
6183,1,32.0,1,0,3.2
6184,1,30.0,-1,0,3.2
6185,0,36.0,1,0,3.2
6186,1,34.0,1,0,3.2
6187,0,39.0,1,0,3.2
6188,1,39.0,1,0,3.2
6189,1,37.0,1,1,3.2
6190,0,40.5,1,0,3.2
6191,1,48.0,1,0,3.2
6192,1,36.0,1,0,3.2
6193,0,36.0,1,0,3.2
6194,0,35.0,1,0,3.2
6195,0,25.0,1,0,3.2
6196,1,37.0,-1,0,3.2
6197,1,35.0,1,0,3.2
6199,0,36.0,1,0,3.2
6200,1,34.0,1,0,3.2
6201,0,30.0,1,0,3.2
6203,0,32.5,1,0,3.2
6204,0,21.0,1,1,3.2
6205,1,32.0,1,0,3.2
6206,0,42.0,1,0,3.2
6207,0,37.0,1,1,3.2
6208,1,39.0,1,1,3.2
6209,1,31.0,1,0,3.2
6210,1,33.0,1,0,3.2
6212,0,33.0,1,0,3.2
6213,1,35.0,1,0,3.2
6214,1,19.0,-1,1,3.2
6215,1,33.5,1,0,3.2
6216,0,44.0,1,0,3.2
6218,1,41.0,1,0,3.2
6219,0,40.0,1,0,3.2
6220,1,39.0,1,0,3.2
6221,0,34.0,-1,0,3.2
6222,1,34.0,1,0,3.2
6223,1,31.0,1,1,3.2
6224,0,41.0,1,0,3.2
6225,1,41.0,1,0,3.2
6226,1,42.0,1,0,3.2
6227,0,34.5,1,0,3.2
6228,0,34.0,1,0,3.2
6229,1,47.0,1,0,3.2
6230,1,40.0,1,0,3.2
6231,0,36.0,1,0,3.2
6232,1,34.0,1,0,3.2
6233,0,40.0,1,0,3.2
6234,1,44.0,1,0,3.2
6235,0,48.0,1,0,3.2
6236,1,33.0,1,0,3.2
6237,0,28.0,1,0,3.2
6238,1,30.0,1,0,3.2
6239,1,35.5,1,0,3.2
6240,0,33.0,1,0,3.2
6241,0,42.0,1,0,3.2
6242,1,28.5,1,0,3.2
6243,0,35.0,1,0,3.2
6244,0,40.0,1,0,3.2
6245,1,26.0,-1,1,3.2
6246,1,34.0,1,0,3.2
6247,0,36.0,1,0,3.2
6248,1,30.5,1,0,3.2
6249,0,33.5,1,0,3.2
6250,1,36.0,1,0,3.2
6251,1,36.0,1,0,3.2
6252,1,37.0,1,0,3.2
6254,1,30.0,-1,0,3.2
6255,0,43.0,1,1,3.2
6256,1,46.0,1,0,3.2
6257,1,44.0,1,0,3.2
6258,0,33.0,1,0,3.2
6259,0,39.0,1,0,3.2
6260,0,32.0,1,0,3.2
6261,1,40.0,1,0,3.2
6262,0,32.0,1,0,3.2
6263,0,32.0,1,1,3.2
6264,0,29.0,1,0,3.2
6266,1,32.3,-1,0,3.2
6267,1,39.5,1,0,3.2
6268,0,35.0,1,0,3.2
6269,0,29.5,1,0,3.2
6270,0,39.0,1,0,3.2
6271,1,33.5,1,0,3.2
6272,1,33.5,1,0,3.2
6273,0,31.0,1,0,3.2
6274,0,42.0,1,0,3.2
6275,0,45.0,1,0,3.2
6276,1,29.0,1,1,3.2
6277,1,37.0,1,0,3.2
6279,0,39.0,1,0,3.2
6280,1,18.0,-1,1,3.2
6281,1,33.0,1,1,3.2
6282,0,28.0,1,1,3.2
6283,0,34.5,1,0,3.2
6284,0,34.0,1,0,3.2
6285,0,34.0,1,0,3.2
6286,1,35.0,1,0,3.2
6287,1,30.0,1,0,3.2
6288,1,28.0,1,1,3.2
6289,0,36.0,1,0,3.2
6290,0,39.0,1,0,3.2
6291,0,33.0,1,0,3.2
6292,1,35.0,1,0,3.2
6293,0,45.0,1,0,3.2
6294,1,39.0,1,0,3.2
6295,0,28.7,1,0,3.2
6296,0,35.0,1,0,3.2
6297,1,36.0,1,0,3.2
6298,0,34.0,1,0,3.2
6299,0,26.0,1,0,3.2
6300,1,32.0,1,1,3.2
6301,0,36.0,-1,0,3.2
6302,1,36.0,1,0,3.2
6303,1,35.0,1,1,3.2
6304,1,39.5,1,0,3.2
6305,1,40.0,1,1,3.2
6306,1,27.0,1,0,3.2
6307,1,35.0,1,0,3.2
6308,1,33.0,1,0,3.2
6309,1,39.0,1,0,3.2
6310,0,37.0,1,0,3.2
6311,0,38.0,-1,0,3.2
6312,0,39.0,1,0,3.2
6313,0,32.0,1,0,3.2
6314,0,34.0,1,0,3.2
6315,1,33.0,1,0,3.2
6316,0,46.0,1,1,3.2
6317,1,46.0,1,0,3.2
6318,0,36.0,1,0,3.2
6319,1,40.0,1,0,3.2
6320,0,31.0,1,0,3.2
6321,0,43.0,1,0,3.2
6322,0,30.0,-1,0,3.2
6323,0,40.0,1,0,3.2
6324,1,39.0,1,0,3.2
6325,0,37.0,1,1,3.2
6326,1,36.0,1,0,3.2
6327,0,30.0,1,0,3.2
6328,1,28.5,1,0,3.2
6329,0,37.0,1,0,3.2
6330,1,35.0,1,1,3.2
6331,1,35.5,1,0,3.2
6332,1,37.0,1,0,3.2
6333,0,40.0,1,0,3.2
6334,1,38.0,1,0,3.2
6335,0,35.0,1,0,3.2
6336,0,34.3,1,0,3.2
6337,0,28.0,1,0,3.2
6338,1,41.0,-1,0,3.2
6339,0,47.0,1,0,3.2
6341,0,39.0,1,1,3.2
6342,0,35.0,1,0,3.2
6343,0,38.0,1,0,3.2
6344,0,40.0,1,0,3.2
6345,0,40.0,1,0,3.2
6346,1,36.0,1,0,3.2
6348,1,41.0,1,0,3.2
6349,1,38.0,1,0,3.2
6350,1,14.5,-1,1,3.2
6351,0,38.0,1,0,3.2
6352,0,30.0,1,0,3.2
6353,1,39.0,1,0,3.2
6354,0,44.0,1,0,3.2
6355,0,45.0,1,0,3.2
6356,0,37.0,1,0,3.2
6357,1,35.0,1,0,3.2
6359,0,37.0,1,0,3.2
6360,0,36.0,1,0,3.2
6361,0,31.0,1,0,3.2
6362,0,37.0,1,0,3.2
6364,0,37.5,1,0,3.2
6365,0,44.0,1,0,3.2
6366,0,39.0,1,0,3.2
6367,0,40.5,1,0,3.2
6368,1,40.0,1,0,3.2
6369,0,43.0,1,0,3.2
6370,1,45.0,1,0,3.2
6371,1,23.0,1,1,3.2
6372,0,37.0,1,0,3.2
6373,0,36.0,1,0,3.2
6374,0,45.0,1,0,3.2
6376,1,39.0,1,0,3.2
6377,1,33.0,1,0,3.2
6378,0,33.0,1,0,3.2
6379,0,36.0,1,0,3.2
6380,0,40.0,1,0,3.2
6381,0,36.0,1,0,3.2
6382,0,37.0,1,0,3.2
6383,0,40.0,1,0,3.2
6384,0,31.0,-1,0,3.2
6385,0,39.0,1,0,3.2
6386,0,37.0,1,1,3.2
6387,0,34.0,1,0,3.2
6388,0,47.0,1,0,3.2
6389,1,31.0,1,0,3.2
6390,1,27.0,1,0,3.2
6391,0,36.0,1,0,3.2
6392,0,36.0,1,0,3.2
6393,0,31.0,1,0,3.2
6394,0,38.0,1,1,3.2
6395,1,44.0,1,0,3.2
6396,1,43.0,1,0,3.2
6397,1,34.0,1,0,3.2
6398,1,30.5,-1,1,3.2
6399,0,42.0,1,0,3.2
6402,0,36.0,1,0,3.2
6403,0,39.0,1,0,3.2
6404,0,35.0,1,0,3.2
6405,0,36.0,1,0,3.2
6406,0,39.0,1,0,3.2
6407,1,32.0,1,0,3.2
6408,1,31.0,1,0,3.2
6410,0,36.0,1,0,3.2
6411,0,36.0,1,0,3.2
6412,1,37.0,1,0,3.2
6413,0,26.0,1,1,3.2
6414,0,33.5,1,1,3.2
6415,0,47.0,1,0,3.2
6416,1,34.0,1,0,3.2
6417,0,48.0,1,0,3.2
6418,0,29.0,1,1,3.2
6419,1,35.0,1,1,3.2
6420,1,40.0,1,0,3.2
6421,0,40.0,1,0,3.2
6422,1,37.0,1,0,3.2
6423,1,31.5,1,0,3.2
6424,0,39.0,1,0,3.2
6425,1,22.7,1,1,3.2
