,age,fnlwgt,education.num,marital.status,race,sex,capital.gain,capital.loss,hours.per.week,income
3148,31,288825,9,1,0.0,0,5013,0,40,-1
3149,52,135388,9,1,0.0,0,5013,0,40,-1
3150,32,186784,13,1,0.0,1,5013,0,45,-1
3151,63,308028,14,1,0.0,0,5013,0,40,-1
3152,39,219483,13,1,0.0,1,5013,0,32,-1
3153,56,235826,9,1,0.0,0,5013,0,40,-1
3154,35,112077,9,1,0.0,0,5013,0,40,-1
3155,53,124094,9,1,0.0,0,5013,0,35,-1
3156,57,372020,10,1,0.0,0,5013,0,50,-1
3157,29,133420,10,1,0.0,0,5013,0,40,-1
3158,47,185385,9,1,0.0,0,5013,0,24,-1
3159,52,203392,10,1,0.0,0,5013,0,40,-1
3161,24,259510,13,1,0.0,0,5013,0,30,-1
3162,37,177895,10,1,0.0,1,5013,0,40,-1
3163,43,25005,14,1,0.0,0,5013,0,12,-1
3164,28,180928,10,1,0.0,0,5013,0,55,-1
3165,36,67728,9,1,0.0,0,5013,0,40,-1
3166,49,66385,9,1,0.0,0,5013,0,40,-1
3167,45,224474,13,0,0.0,1,4934,0,50,1
3168,40,116103,10,0,0.0,0,4934,0,47,1
3169,37,118486,13,0,0.0,1,4934,0,32,1
3170,60,237317,11,0,0.0,0,4934,0,40,1
3171,52,187830,9,0,0.0,0,4934,0,36,1
3172,43,334991,10,0,0.0,0,4934,0,51,1
3173,43,104660,14,0,0.0,0,4934,0,40,1
3174,75,231741,16,1,0.0,0,4931,0,3,-1
3175,45,170915,9,0,0.0,1,4865,0,40,-1
3176,34,173806,14,0,0.0,0,4865,0,60,-1
3177,34,92682,9,0,0.0,1,4865,0,40,-1
3178,26,117833,13,0,0.0,1,4865,0,35,-1
3179,34,154246,13,0,0.0,0,4865,0,55,-1
3180,27,105189,9,0,0.0,0,4865,0,50,-1
3181,30,189759,13,0,0.0,0,4865,0,40,-1
3182,36,116608,9,0,0.0,1,4865,0,40,-1
3183,27,29732,13,0,0.0,1,4865,0,36,-1
3184,61,226989,9,0,0.0,0,4865,0,40,-1
3185,28,123147,10,0,0.0,1,4865,0,40,-1
3186,52,146565,12,0,0.0,1,4865,0,30,-1
3187,37,48976,13,0,0.0,1,4865,0,45,-1
3188,59,66356,4,0,0.0,0,4865,0,40,-1
3189,32,230912,14,0,0.0,1,4865,0,40,-1
3190,25,80312,11,0,0.0,1,4865,0,40,-1
3191,55,256526,9,0,0.0,0,4865,0,45,-1
3192,34,215382,14,0,0.0,1,4787,0,40,1
3193,64,194894,16,0,0.0,1,4787,0,40,1
3194,51,142717,16,0,0.0,1,4787,0,60,1
3195,40,45687,10,0,1.0,0,4787,0,50,1
3196,51,89652,9,0,0.0,1,4787,0,24,1
3197,58,142076,9,0,0.0,0,4787,0,39,1
3198,39,164593,16,0,0.0,0,4787,0,40,1
3199,34,174215,14,0,0.0,1,4787,0,45,1
3200,61,298400,13,0,1.0,0,4787,0,48,1
3201,30,509500,13,0,0.0,1,4787,0,45,1
3202,58,244830,13,0,0.0,0,4787,0,40,1
3203,35,241998,9,0,0.0,0,4787,0,40,1
3204,46,230979,13,0,0.0,1,4787,0,25,1
3205,52,194788,14,0,0.0,1,4787,0,60,1
3206,46,148995,13,0,0.0,0,4787,0,45,1
3207,39,121590,10,0,1.0,0,4787,0,40,1
3209,38,194630,13,0,0.0,1,4787,0,43,1
3210,49,287647,14,0,0.0,0,4787,0,45,1
3211,30,331419,12,0,0.0,0,4787,0,50,1
3212,53,346871,9,0,0.0,0,4787,0,46,1
3213,59,303455,14,0,0.0,1,4787,0,60,1
3214,52,109600,14,1,0.0,1,4787,0,44,1
3215,45,160647,13,0,0.0,1,4687,0,35,1
3216,42,210275,14,0,1.0,1,4687,0,35,1
3217,39,148903,9,0,0.0,1,4687,0,50,1
3218,29,271328,13,0,0.0,0,4650,0,40,-1
3219,31,231263,13,0,0.0,0,4650,0,45,-1
3220,35,185848,9,0,0.0,0,4650,0,50,-1
3221,36,208358,5,0,0.0,0,4650,0,56,-1
3222,36,192704,8,0,0.0,0,4650,0,50,-1
3223,42,259643,14,0,0.0,0,4650,0,40,-1
3224,53,116367,10,0,0.0,1,4650,0,40,-1
3225,49,192349,14,0,0.0,1,4650,0,40,-1
3227,31,213002,8,0,0.0,0,4650,0,50,-1
3228,30,124420,9,0,0.0,0,4650,0,40,-1
3229,39,179481,9,0,0.0,0,4650,0,44,-1
3230,25,231016,14,0,0.0,1,4650,0,37,-1
3231,37,117760,11,0,0.0,0,4650,0,40,-1
3233,39,101146,9,0,0.0,1,4650,0,40,-1
3234,40,242619,13,0,0.0,0,4650,0,40,-1
3235,42,125461,13,0,0.0,0,4650,0,35,-1
3236,34,286689,14,0,0.0,0,4650,0,30,-1
3237,41,197069,10,1,1.0,0,4650,0,40,-1
3239,32,216145,10,0,0.0,0,4650,0,45,-1
3240,42,367049,14,0,0.0,1,4650,0,40,-1
3241,47,167159,9,0,0.0,0,4650,0,40,-1
3242,28,334368,11,0,0.0,1,4650,0,40,-1
3243,23,151888,9,0,0.0,0,4650,0,50,-1
3244,55,145214,10,0,0.0,1,4650,0,20,-1
3245,23,242912,10,0,0.0,1,4650,0,40,-1
3246,45,111994,10,0,0.0,0,4650,0,40,-1
3247,43,227065,9,0,0.0,0,4650,0,40,-1
3248,38,43770,10,0,0.0,1,4650,0,72,-1
3249,40,289748,13,0,0.0,1,4650,0,48,-1
3250,50,191025,14,0,0.0,1,4650,0,70,-1
3251,33,319854,13,0,0.0,0,4650,0,35,-1
3252,31,347166,10,0,0.0,0,4650,0,40,-1
3253,41,70645,14,0,0.0,1,4650,0,55,-1
3254,60,184183,9,0,0.0,0,4650,0,40,-1
3255,62,138253,14,0,0.0,0,4650,0,40,-1
3256,50,138852,10,0,0.0,0,4650,0,22,-1
3257,41,36699,10,0,0.0,0,4650,0,40,-1
3258,32,386877,11,0,1.0,0,4650,0,40,-1
3261,23,188409,7,1,0.0,0,4508,0,25,-1
3262,39,291665,9,1,0.0,0,4508,0,24,-1
3263,22,200109,9,1,0.0,1,4508,0,40,-1
3264,56,105363,13,1,0.0,0,4508,0,40,-1
3265,43,343061,4,1,0.0,0,4508,0,40,-1
3266,28,163265,5,1,0.0,0,4508,0,40,-1
3267,21,103277,8,1,0.0,1,4508,0,30,-1
3268,34,254304,9,1,0.0,0,4508,0,90,-1
3269,32,201988,15,1,0.0,0,4508,0,40,-1
3270,38,167440,13,1,0.0,0,4508,0,40,-1
3271,27,406662,9,0,0.0,0,4416,0,40,-1
3272,25,272428,9,0,0.0,0,4416,0,42,-1
3273,25,164938,9,0,0.0,0,4416,0,40,-1
3274,50,114758,13,0,0.0,0,4416,0,45,-1
3275,49,173115,6,0,1.0,0,4416,0,99,-1
3276,33,153151,9,0,0.0,0,4416,0,40,-1
3277,22,302347,9,0,0.0,0,4416,0,40,-1
3278,56,178033,10,0,0.0,0,4416,0,60,-1
3279,34,154874,9,0,0.0,0,4416,0,30,-1
3280,54,155755,9,0,0.0,1,4416,0,25,-1
3281,25,148460,9,0,1.0,1,4416,0,40,-1
3282,20,168187,10,0,0.0,1,4416,0,25,-1
3283,38,120985,9,1,0.0,0,4386,0,35,-1
3284,55,238638,9,1,0.0,0,4386,0,40,1
3285,40,144995,11,1,0.0,0,4386,0,40,-1
3286,53,194259,10,1,0.0,1,4386,0,40,1
3287,55,387569,9,1,0.0,0,4386,0,40,1
3288,50,75472,9,1,0.0,0,4386,0,40,-1
3289,45,36228,13,1,0.0,0,4386,0,35,1
3290,38,31069,11,1,0.0,0,4386,0,40,1
3291,53,174102,4,1,0.0,0,4386,0,50,1
3292,46,503923,9,1,1.0,0,4386,0,40,1
3293,42,255847,9,1,0.0,0,4386,0,48,1
3294,51,335997,9,1,0.0,0,4386,0,55,1
3295,43,313022,9,1,1.0,0,4386,0,40,1
3296,47,265097,9,1,0.0,0,4386,0,40,1
3297,51,306784,9,1,0.0,0,4386,0,40,1
3298,31,182237,12,1,0.0,0,4386,0,45,1
3299,30,110643,14,1,0.0,0,4386,0,40,1
3300,44,98779,6,1,0.0,0,4386,0,60,-1
3301,29,144259,13,1,1.0,0,4386,0,80,1
3302,48,248164,13,1,0.0,0,4386,0,50,1
3303,51,123703,9,1,0.0,0,4386,0,40,1
3304,35,36214,13,1,0.0,0,4386,0,47,1
3305,48,141944,9,1,0.0,0,4386,0,40,1
3306,41,156566,13,1,0.0,0,4386,0,50,1
3307,54,242606,14,1,0.0,0,4386,0,45,1
3308,31,110554,9,1,0.0,1,4386,0,40,1
3309,44,120057,12,1,0.0,0,4386,0,45,1
3310,51,73670,16,1,0.0,0,4386,0,52,1
3311,61,160625,13,1,0.0,0,4386,0,15,1
3312,63,180911,7,1,0.0,0,4386,0,37,1
3313,51,29580,7,1,0.0,0,4386,0,30,1
3314,35,209214,9,1,0.0,1,4386,0,35,1
3315,52,204447,9,1,0.0,0,4386,0,40,1
3316,24,117959,9,1,0.0,0,4386,0,40,1
3317,33,195576,9,1,0.0,0,4386,0,60,-1
3318,44,241851,11,1,0.0,0,4386,0,40,1
3319,57,291529,13,1,0.0,0,4386,0,13,1
3320,47,329144,9,1,0.0,0,4386,0,45,1
3321,44,184105,12,1,0.0,0,4386,0,40,1
3322,45,120724,14,1,0.0,0,4386,0,40,-1
3323,37,219546,11,1,0.0,0,4386,0,44,1
3324,31,240771,10,1,0.0,0,4386,0,50,1
3325,53,151580,11,1,0.0,0,4386,0,40,1
3326,34,209691,11,1,0.0,0,4386,0,50,1
3327,29,51944,9,1,0.0,1,4386,0,40,1
3328,53,216931,10,1,0.0,0,4386,0,40,1
3329,44,193425,14,1,0.0,1,4386,0,40,1
3330,48,449354,9,1,0.0,0,4386,0,45,1
3331,34,177331,10,1,1.0,0,4386,0,40,1
3332,44,167005,10,1,0.0,0,4386,0,55,-1
3333,29,104423,10,1,0.0,0,4386,0,45,1
3334,51,349431,9,1,0.0,0,4386,0,40,1
3335,37,215503,9,1,0.0,0,4386,0,45,1
3336,34,169527,10,1,0.0,1,4386,0,20,-1
3337,40,70539,10,1,0.0,0,4386,0,50,-1
3338,46,269652,10,1,0.0,0,4386,0,38,1
3339,37,188563,10,1,0.0,0,4386,0,50,1
3340,36,138940,13,1,0.0,0,4386,0,50,1
3341,31,319146,11,1,0.0,0,4386,0,40,1
3343,46,51271,9,1,0.0,0,4386,0,70,-1
3344,32,123964,10,1,0.0,0,4386,0,50,-1
3345,38,160808,9,1,1.0,0,4386,0,48,-1
3346,43,118853,10,1,0.0,0,4386,0,99,1
3347,53,133219,9,1,1.0,0,4386,0,30,1
3348,45,294671,11,1,0.0,0,4386,0,38,1
3349,41,433989,11,1,0.0,0,4386,0,60,1
3350,63,117473,10,1,0.0,0,4386,0,40,1
3351,42,69333,11,1,0.0,0,4386,0,80,1
3352,40,132222,10,1,0.0,0,4386,0,50,1
3353,24,556660,9,0,0.0,0,4101,0,50,-1
3354,21,255957,10,0,0.0,1,4101,0,40,-1
3355,32,115631,10,0,0.0,1,4101,0,50,-1
3356,56,191917,12,0,0.0,1,4101,0,40,-1
3357,35,31095,10,0,0.0,0,4101,0,60,-1
3358,43,59107,9,0,0.0,1,4101,0,40,-1
3359,31,369825,13,0,0.0,0,4101,0,50,-1
3360,56,168625,9,0,0.0,1,4101,0,40,-1
3361,23,211049,10,0,0.0,1,4101,0,40,-1
3362,21,20728,9,0,0.0,1,4101,0,40,-1
3363,25,321205,13,0,0.0,0,4101,0,35,-1
3364,31,188108,9,0,0.0,0,4101,0,40,-1
3365,27,142621,13,0,0.0,1,4101,0,40,-1
3367,19,223648,9,0,0.0,0,4101,0,48,-1
3368,23,32950,10,0,0.0,0,4101,0,40,-1
3369,28,135567,13,0,1.0,1,4101,0,60,-1
3370,54,137815,8,0,0.0,0,4101,0,40,-1
3371,36,108320,9,0,0.0,0,4101,0,40,-1
3373,28,377869,10,1,0.0,1,4064,0,25,-1
3374,59,146013,10,1,0.0,0,4064,0,40,-1
3376,43,149670,10,1,0.0,1,4064,0,15,-1
3377,39,187046,9,1,0.0,0,4064,0,38,-1
3378,26,164018,13,1,0.0,0,4064,0,50,-1
3379,63,143098,9,1,0.0,0,4064,0,40,-1
3380,32,217296,9,1,0.0,1,4064,0,22,-1
3381,47,170850,9,1,0.0,0,4064,0,60,-1
3382,35,28572,10,1,0.0,0,4064,0,35,-1
3383,38,122493,13,1,0.0,0,4064,0,40,-1
3384,52,177727,6,1,0.0,0,4064,0,45,-1
3385,32,70985,9,1,0.0,0,4064,0,40,-1
3386,35,126569,10,1,0.0,0,4064,0,40,-1
3387,54,234938,9,1,0.0,0,4064,0,55,-1
3388,49,40000,13,1,0.0,0,4064,0,44,-1
3389,40,316820,4,1,0.0,0,4064,0,40,-1
3391,43,484861,10,1,0.0,0,4064,0,38,-1
3392,31,176185,13,1,0.0,0,4064,0,40,-1
3393,50,50178,10,1,0.0,0,4064,0,55,-1
3394,46,181810,9,1,1.0,0,4064,0,40,-1
3395,27,196386,12,1,0.0,0,4064,0,40,-1
3396,34,34848,10,1,0.0,0,4064,0,40,-1
3397,61,180079,16,1,0.0,0,4064,0,40,-1
3398,55,226875,9,1,0.0,0,4064,0,40,-1
3399,33,293550,10,1,0.0,1,4064,0,40,-1
3400,31,182191,13,1,0.0,1,4064,0,30,-1
3401,32,317809,13,1,0.0,0,4064,0,50,-1
3402,49,297884,9,1,0.0,0,4064,0,50,-1
3403,36,267556,9,1,0.0,0,4064,0,40,-1
3404,42,195096,9,1,0.0,0,4064,0,40,-1
3405,30,281030,11,1,0.0,0,4064,0,40,-1
3406,38,344480,9,1,0.0,0,4064,0,40,-1
3407,26,39092,10,1,0.0,0,4064,0,50,-1
3408,47,178341,13,1,0.0,0,4064,0,60,-1
3409,47,200471,11,1,0.0,0,4064,0,40,-1
3410,51,86332,11,1,0.0,0,4064,0,55,-1
3411,28,294936,9,1,0.0,0,4064,0,45,-1
3412,34,155781,9,1,0.0,0,4064,0,50,-1
3413,46,285750,9,1,0.0,0,4064,0,55,-1
3415,47,174525,9,1,0.0,0,3942,0,40,-1
3416,41,187881,10,1,0.0,0,3942,0,40,-1
3417,38,450924,8,1,0.0,0,3942,0,40,-1
3418,29,184596,7,1,0.0,0,3942,0,50,-1
3419,50,166220,12,1,0.0,1,3942,0,40,-1
3420,45,192835,9,1,0.0,0,3942,0,40,-1
3421,41,103759,10,1,0.0,0,3942,0,40,-1
3422,23,209034,9,1,0.0,1,3942,0,40,-1
3423,59,340591,6,1,0.0,0,3942,0,40,-1
3424,38,331395,4,1,0.0,0,3942,0,84,-1
3425,26,208326,9,1,0.0,0,3942,0,45,-1
3426,35,145704,9,1,0.0,1,3942,0,35,-1
3427,27,243569,7,1,0.0,0,3942,0,40,-1
3428,61,229744,2,1,0.0,0,3942,0,20,-1
3429,36,53606,11,1,0.0,1,3908,0,8,-1
3430,45,311671,11,1,0.0,0,3908,0,40,-1
3431,32,187560,15,1,0.0,0,3908,0,40,-1
3432,36,160035,9,1,0.0,0,3908,0,55,-1
3433,43,177905,9,1,0.0,0,3908,0,40,-1
3434,59,191965,7,1,0.0,1,3908,0,28,-1
3435,27,152683,9,1,0.0,0,3908,0,35,-1
3436,24,196816,13,1,0.0,0,3908,0,40,-1
3437,34,36069,9,1,0.0,0,3908,0,46,-1
3438,31,213643,9,1,0.0,0,3908,0,40,-1
3439,31,66278,10,1,0.0,1,3908,0,40,-1
3440,32,207685,9,1,1.0,1,3908,0,40,-1
3441,42,424855,10,1,0.0,0,3908,0,40,-1
3442,38,36989,13,1,0.0,0,3908,0,70,-1
3443,58,244605,11,1,0.0,0,3908,0,40,-1
3445,51,105943,9,1,0.0,1,3908,0,40,-1
3446,44,107584,14,1,0.0,0,3908,0,50,-1
3447,23,193586,9,1,0.0,1,3908,0,40,-1
3448,27,188941,10,1,0.0,0,3908,0,40,-1
3449,35,143152,10,1,0.0,1,3908,0,27,-1
3450,33,55699,9,1,0.0,0,3908,0,40,-1
3451,28,327533,9,1,0.0,0,3908,0,40,-1
3452,42,320744,9,1,0.0,0,3908,0,45,-1
3453,33,152351,10,1,0.0,0,3908,0,40,-1
3454,21,163870,6,1,0.0,0,3908,0,40,-1
3455,34,231043,11,1,0.0,0,3908,0,45,-1
3456,31,256362,13,1,0.0,0,3908,0,50,-1
3457,51,312477,10,1,0.0,0,3908,0,40,-1
3458,35,89508,10,1,0.0,0,3908,0,60,-1
3459,36,34378,11,1,0.0,0,3908,0,75,-1
3460,58,212864,9,1,0.0,0,3908,0,40,-1
3461,54,123592,9,0,1.0,1,3887,0,35,-1
3462,37,277022,9,0,0.0,1,3887,0,40,-1
3463,28,526528,10,0,1.0,1,3887,0,40,-1
3464,32,200469,10,0,1.0,1,3887,0,40,-1
3465,32,356689,9,0,0.0,0,3887,0,40,-1
3466,32,269182,10,0,1.0,1,3887,0,40,-1
3467,69,69209,13,1,0.0,0,3818,0,30,-1
3468,67,192916,9,1,0.0,0,3818,0,11,-1
3469,65,113323,12,1,0.0,0,3818,0,40,-1
3471,68,144056,9,1,0.0,0,3818,0,40,-1
3472,77,177550,13,1,0.0,0,3818,0,14,-1
3473,65,115498,13,1,0.0,0,3818,0,10,-1
3474,37,758700,5,1,0.0,0,3781,0,50,-1
3475,20,34568,9,1,0.0,0,3781,0,35,-1
3476,32,400535,9,1,0.0,0,3781,0,40,-1
3477,60,88055,15,1,0.0,0,3781,0,16,-1
3478,50,176867,16,1,0.0,0,3781,0,40,-1
3479,58,298601,5,1,1.0,0,3781,0,40,-1
3480,33,163110,9,1,0.0,0,3781,0,40,-1
3481,20,194630,9,1,0.0,0,3781,0,50,-1
3482,21,262280,10,1,0.0,1,3781,0,40,-1
3483,22,154235,10,1,0.0,1,3781,0,35,-1
3485,48,373366,2,1,0.0,0,3781,0,50,-1
3486,35,538583,7,0,1.0,0,3674,0,40,-1
3487,33,40681,10,0,0.0,1,3674,0,16,-1
3488,36,130926,13,0,0.0,1,3674,0,40,-1
3489,50,166419,7,0,1.0,1,3674,0,40,-1
3490,23,193090,10,0,0.0,1,3674,0,40,-1
3491,64,239529,7,0,0.0,1,3674,0,35,-1
3492,21,148211,9,0,0.0,0,3674,0,50,-1
3493,25,40512,13,0,0.0,0,3674,0,30,-1
3494,44,408717,9,0,0.0,0,3674,0,50,-1
3495,41,89942,9,0,0.0,0,3674,0,45,-1
3496,29,419722,12,0,0.0,0,3674,0,40,-1
3497,46,270693,9,0,0.0,0,3674,0,30,-1
3498,32,426467,2,0,0.0,0,3674,0,40,-1
3499,24,103064,13,0,0.0,1,3674,0,40,-1
3500,61,128848,9,1,0.0,0,3471,0,40,-1
3501,74,340939,5,1,0.0,0,3471,0,40,-1
3502,63,273010,9,1,0.0,1,3471,0,40,-1
3503,64,237379,9,1,0.0,0,3471,0,40,-1
3504,73,242769,9,1,0.0,0,3471,0,40,-1
3505,37,259846,11,1,0.0,0,3471,0,40,-1
3506,72,116640,10,1,0.0,0,3471,0,20,-1
3507,66,47358,6,1,0.0,0,3471,0,40,-1
3509,39,129597,13,1,0.0,0,3464,0,40,-1
3510,38,203836,9,1,0.0,0,3464,0,40,-1
3511,32,209103,10,1,0.0,0,3464,0,40,-1
3512,40,428584,9,1,1.0,1,3464,0,20,-1
3513,41,227734,9,1,0.0,0,3464,0,40,-1
3514,36,216256,9,1,0.0,0,3464,0,30,-1
3515,26,302097,9,1,0.0,0,3464,0,48,-1
3516,29,70604,9,1,0.0,0,3464,0,40,-1
3517,38,364958,9,1,0.0,0,3464,0,40,-1
3518,27,267325,9,1,0.0,1,3464,0,40,-1
3520,54,28683,9,1,0.0,0,3464,0,40,-1
3521,37,212512,9,1,0.0,0,3464,0,50,-1
3522,31,149507,11,1,0.0,0,3464,0,38,-1
3523,38,184456,9,1,0.0,0,3464,0,80,-1
3524,31,209103,10,1,0.0,0,3464,0,45,-1
3525,46,248059,9,1,0.0,0,3464,0,40,-1
3526,37,236990,10,1,0.0,0,3464,0,40,-1
3527,30,151001,3,1,0.0,0,3464,0,40,-1
3528,32,184440,10,1,0.0,0,3464,0,40,-1
3529,36,115360,6,1,0.0,1,3464,0,40,-1
3530,55,141727,13,1,0.0,1,3464,0,40,-1
3531,36,280169,10,1,0.0,0,3456,0,8,-1
3532,75,31428,9,1,0.0,0,3456,0,40,-1
3533,71,250263,10,1,0.0,0,3432,0,30,-1
3534,70,278139,9,1,0.0,0,3432,0,40,-1
3535,71,108390,10,1,0.0,0,3432,0,20,-1
3536,66,179285,9,1,0.0,0,3432,0,20,-1
3537,25,262245,11,0,0.0,1,3418,0,40,-1
3538,33,207267,6,0,0.0,1,3418,0,35,-1
3539,29,286452,12,0,0.0,1,3418,0,40,-1
3540,25,195914,10,0,1.0,1,3418,0,30,-1
3541,29,339100,7,0,0.0,1,3418,0,48,-1
3542,27,249362,10,1,0.0,0,3411,0,40,-1
3543,44,193459,11,1,0.0,0,3411,0,40,-1
3544,62,225652,4,1,0.0,0,3411,0,50,-1
3545,39,297847,5,1,1.0,1,3411,0,34,-1
3546,62,94931,11,1,0.0,0,3411,0,40,-1
3547,51,147954,9,1,1.0,1,3411,0,38,-1
3548,40,55363,9,1,0.0,0,3411,0,40,-1
3549,29,233421,13,1,0.0,0,3411,0,45,-1
3550,47,138342,7,1,0.0,0,3411,0,40,-1
3551,37,219546,13,1,0.0,0,3411,0,47,-1
3553,50,158948,4,1,0.0,0,3411,0,40,-1
3554,44,96249,10,1,0.0,0,3411,0,40,-1
3555,28,190836,9,1,0.0,0,3411,0,40,-1
3556,26,255193,7,1,0.0,0,3411,0,40,-1
3557,41,439919,3,1,0.0,0,3411,0,40,-1
3558,61,180382,3,1,0.0,0,3411,0,45,-1
3559,46,171228,9,1,0.0,0,3411,0,35,-1
3560,56,201318,5,1,0.0,0,3411,0,50,-1
3561,64,146272,10,1,0.0,0,3411,0,15,-1
3562,38,163204,9,1,0.0,0,3411,0,25,-1
3563,55,132887,9,1,1.0,0,3411,0,40,-1
3564,29,413297,10,1,0.0,0,3411,0,70,-1
3565,33,60567,9,1,0.0,0,3411,0,40,-1
3566,51,122159,10,0,0.0,1,3325,0,40,-1
3567,25,221757,9,0,0.0,0,3325,0,45,-1
3568,49,50282,10,0,0.0,0,3325,0,45,-1
3569,45,273194,9,0,1.0,0,3325,0,40,-1
3570,45,330535,9,0,0.0,0,3325,0,40,-1
3571,34,182177,9,0,0.0,0,3325,0,35,-1
3572,24,182812,10,0,0.0,1,3325,0,52,-1
3573,43,218558,13,1,0.0,0,3325,0,40,-1
3574,58,140363,9,0,0.0,0,3325,0,30,-1
3575,26,95806,10,0,0.0,0,3325,0,40,-1
3576,29,159768,9,0,0.0,0,3325,0,40,-1
3577,47,175958,13,0,0.0,0,3325,0,60,-1
3579,48,348144,10,0,0.0,0,3325,0,53,-1
3580,26,120238,13,0,0.0,0,3325,0,40,-1
3581,31,188900,12,0,0.0,1,3325,0,35,-1
3582,22,310152,10,0,0.0,0,3325,0,40,-1
3583,38,51100,13,0,0.0,0,3325,0,40,-1
3584,21,189888,9,0,0.0,0,3325,0,60,-1
3585,60,128367,10,0,0.0,0,3325,0,42,-1
3586,51,209320,15,0,0.0,0,3325,0,40,-1
3587,31,193231,13,0,0.0,0,3325,0,60,-1
3588,29,157612,13,0,0.0,1,3325,0,45,-1
3589,49,323798,10,0,0.0,0,3325,0,50,-1
3590,35,246449,9,0,0.0,0,3325,0,50,-1
3591,31,286406,9,0,0.0,0,3325,0,40,-1
3592,28,230856,10,0,1.0,1,3325,0,50,-1
3593,48,247685,10,0,0.0,0,3325,0,40,-1
3594,40,222011,14,0,0.0,1,3325,0,40,-1
3595,42,397346,9,0,0.0,0,3325,0,40,-1
3596,33,460408,9,0,0.0,0,3325,0,50,-1
3597,41,152742,11,0,0.0,1,3325,0,40,-1
3598,40,168071,11,0,0.0,0,3325,0,40,-1
3599,27,314240,12,0,0.0,0,3325,0,40,-1
3600,36,32709,10,0,0.0,1,3325,0,45,-1
3601,25,247025,13,0,0.0,0,3325,0,48,-1
3602,25,361493,13,0,0.0,0,3325,0,40,-1
3603,25,167835,13,0,0.0,1,3325,0,40,-1
3605,27,287476,9,0,1.0,0,3325,0,40,-1
3606,26,108019,9,0,0.0,0,3325,0,40,-1
3607,48,108557,10,0,0.0,1,3325,0,60,-1
3608,46,256909,9,1,0.0,0,3325,0,45,-1
3609,44,185057,13,0,0.0,1,3325,0,40,-1
3610,30,195576,10,0,0.0,0,3325,0,50,-1
3611,23,91733,13,0,0.0,1,3325,0,40,-1
3612,46,65353,10,0,0.0,0,3325,0,55,-1
3613,29,114158,13,0,0.0,1,3325,0,10,-1
3614,42,246862,10,0,0.0,1,3325,0,40,-1
3615,41,320744,9,0,0.0,0,3325,0,50,-1
3616,52,114228,9,0,0.0,0,3325,0,40,-1
3617,46,327786,11,0,0.0,1,3325,0,42,-1
3618,59,152968,10,0,0.0,0,3325,0,40,-1
3619,67,116057,9,0,0.0,1,3273,0,16,-1
3620,66,38621,11,0,1.0,1,3273,0,40,-1
3621,66,376506,16,0,0.0,1,3273,0,40,-1
3622,73,127858,10,0,0.0,1,3273,0,40,-1
3623,68,191581,14,0,0.0,1,3273,0,40,-1
3624,69,92472,6,1,0.0,0,3273,0,45,-1
3625,54,183611,10,1,0.0,0,3137,0,50,-1
3626,31,247328,5,1,0.0,0,3137,0,40,-1
3628,38,170020,9,1,0.0,0,3137,0,45,-1
3629,37,195148,9,1,0.0,0,3137,0,40,-1
3630,41,282948,10,1,1.0,0,3137,0,40,-1
3632,64,202984,9,1,0.0,0,3137,0,40,-1
3633,47,80282,13,1,0.0,0,3137,0,40,-1
3634,29,183627,9,1,0.0,0,3137,0,48,-1
3635,57,57071,10,1,0.0,0,3137,0,40,-1
3636,25,335005,10,1,0.0,0,3137,0,40,-1
3637,51,118259,9,1,0.0,0,3137,0,60,-1
3638,28,66777,11,1,0.0,1,3137,0,40,-1
3639,45,273194,9,1,1.0,0,3137,0,35,-1
3640,37,78928,5,1,0.0,0,3137,0,40,-1
3641,44,889965,9,1,0.0,1,3137,0,30,-1
3643,53,150980,10,1,0.0,0,3137,0,40,-1
3644,44,194636,9,1,0.0,0,3137,0,50,-1
3645,50,266945,9,1,0.0,1,3137,0,40,-1
3646,50,160572,9,1,0.0,0,3137,0,47,-1
3647,51,282549,9,1,1.0,0,3137,0,40,-1
3648,60,121319,4,1,0.0,0,3137,0,40,-1
3649,35,180686,9,1,0.0,0,3137,0,40,-1
3650,40,153489,9,1,0.0,0,3137,0,40,-1
3651,42,125280,13,1,0.0,0,3137,0,40,-1
3652,37,183735,9,1,0.0,0,3137,0,30,-1
3653,60,95445,10,1,0.0,0,3137,0,46,-1
3654,31,265807,11,1,0.0,0,3137,0,50,-1
3655,52,30118,10,1,0.0,0,3137,0,42,-1
3656,36,179896,9,1,0.0,1,3137,0,40,-1
3657,36,245090,10,1,0.0,0,3137,0,50,-1
3658,38,245372,10,1,0.0,0,3137,0,50,-1
3659,30,113838,11,1,0.0,0,3137,0,60,-1
3660,31,109055,9,1,0.0,0,3137,0,45,-1
3661,46,101722,10,1,0.0,0,3137,0,40,-1
3662,33,169879,13,1,0.0,0,3103,0,47,1
3663,37,186934,7,1,0.0,0,3103,0,44,1
3664,50,767403,9,1,0.0,0,3103,0,40,1
3665,41,118212,13,1,0.0,0,3103,0,40,1
3666,26,167350,10,1,0.0,0,3103,0,40,1
3667,51,120173,11,1,0.0,0,3103,0,50,1
3668,33,155343,9,1,0.0,0,3103,0,40,1
3669,36,24106,9,1,0.0,0,3103,0,40,1
3670,39,127772,9,1,0.0,0,3103,0,44,1
3671,51,237735,9,1,0.0,0,3103,0,40,1
3672,36,131239,13,1,0.0,0,3103,0,45,1
3673,48,235646,10,1,0.0,0,3103,0,40,1
